date,1. open,2. high,3. low,4. close,5. volume,sym
2018-04-20 14:21:00,328.78,328.85,328.37,328.45,8809.0,NFLX
2018-04-20 14:22:00,328.466,328.9618,328.466,328.9618,11479.0,NFLX
2018-04-20 14:23:00,328.82,328.95,328.6884,328.9348,10350.0,NFLX
2018-04-20 14:24:00,328.935,329.19,328.76,328.965,20620.0,NFLX
2018-04-20 14:25:00,328.92,329.2068,328.89,329.115,4455.0,NFLX
2018-04-20 14:26:00,329.1,329.1,328.8301,328.89,4991.0,NFLX
2018-04-20 14:27:00,328.95,329.2575,328.9139,329.0,13622.0,NFLX
2018-04-20 14:28:00,329.09,329.11,328.8811,329.01,6315.0,NFLX
2018-04-20 14:29:00,328.99,329.29,328.9725,329.28,3228.0,NFLX
2018-04-20 14:30:00,329.27,329.4023,329.24,329.25,4945.0,NFLX
2018-04-20 14:31:00,329.21,329.32,329.06,329.16,7106.0,NFLX
2018-04-20 14:32:00,329.12,329.17,329.0,329.0,4925.0,NFLX
2018-04-20 14:33:00,328.95,328.99,328.55,328.62,12117.0,NFLX
2018-04-20 14:34:00,328.6292,328.63,328.4,328.51,9243.0,NFLX
2018-04-20 14:35:00,328.55,328.635,328.42,328.635,13838.0,NFLX
2018-04-20 14:36:00,328.635,328.635,328.24,328.59,16868.0,NFLX
2018-04-20 14:37:00,328.6148,328.78,328.3,328.48,14271.0,NFLX
2018-04-20 14:38:00,328.44,328.44,328.04,328.171,9932.0,NFLX
2018-04-20 14:39:00,328.3524,328.36,328.07,328.091,14384.0,NFLX
2018-04-20 14:40:00,328.15,328.4138,328.1025,328.33,5713.0,NFLX
2018-04-20 14:41:00,328.29,328.56,328.29,328.452,11847.0,NFLX
2018-04-20 14:42:00,328.53,328.56,328.31,328.3301,8066.0,NFLX
2018-04-20 14:43:00,328.3,328.48,328.3,328.33,4959.0,NFLX
2018-04-20 14:44:00,328.32,328.65,328.31,328.535,17171.0,NFLX
2018-04-20 14:45:00,328.5495,328.58,328.43,328.4571,5052.0,NFLX
2018-04-20 14:46:00,328.4,328.529,328.32,328.343,9360.0,NFLX
2018-04-20 14:47:00,328.315,328.35,328.24,328.34,5206.0,NFLX
2018-04-20 14:48:00,328.38,328.78,328.34,328.48,13940.0,NFLX
2018-04-20 14:49:00,328.34,328.385,328.22,328.299,4880.0,NFLX
2018-04-20 14:50:00,328.22,328.545,327.96,328.41,42479.0,NFLX
2018-04-20 14:51:00,328.3,328.3,328.0473,328.3,9342.0,NFLX
2018-04-20 14:52:00,328.2998,328.4,328.07,328.16,12516.0,NFLX
2018-04-20 14:53:00,328.22,328.415,327.99,328.2,21478.0,NFLX
2018-04-20 14:54:00,328.21,328.39,328.0,328.0602,6789.0,NFLX
2018-04-20 14:55:00,328.12,328.12,327.8067,327.8067,9470.0,NFLX
2018-04-20 14:56:00,327.8315,327.97,327.55,327.93,18996.0,NFLX
2018-04-20 14:57:00,327.86,328.06,327.84,328.06,11342.0,NFLX
2018-04-20 14:58:00,328.05,328.11,327.81,327.83,9420.0,NFLX
2018-04-20 14:59:00,327.83,327.91,327.61,327.67,13476.0,NFLX
2018-04-20 15:00:00,327.64,327.79,327.32,327.7068,26418.0,NFLX
2018-04-20 15:01:00,327.54,327.55,327.25,327.4,11021.0,NFLX
2018-04-20 15:02:00,327.5,327.649,327.25,327.25,13389.0,NFLX
2018-04-20 15:03:00,327.3,327.33,327.15,327.18,9160.0,NFLX
2018-04-20 15:04:00,327.12,327.3299,326.95,327.28,38353.0,NFLX
2018-04-20 15:05:00,327.19,327.25,326.7148,326.86,23637.0,NFLX
2018-04-20 15:06:00,326.83,326.95,326.78,326.9285,29230.0,NFLX
2018-04-20 15:07:00,326.81,326.8941,326.63,326.662,11763.0,NFLX
2018-04-20 15:08:00,326.7,326.7,326.27,326.4384,33544.0,NFLX
2018-04-20 15:09:00,326.42,326.4402,326.23,326.375,25888.0,NFLX
2018-04-20 15:10:00,326.31,326.32,326.0,326.145,31979.0,NFLX
2018-04-20 15:11:00,326.1704,326.6415,326.07,326.625,29537.0,NFLX
2018-04-20 15:12:00,326.72,326.84,326.44,326.58,29272.0,NFLX
2018-04-20 15:13:00,326.6248,327.05,326.51,326.96,34328.0,NFLX
2018-04-20 15:14:00,327.0272,327.13,326.8201,327.0701,15966.0,NFLX
2018-04-20 15:15:00,327.1529,327.33,327.0723,327.2,16272.0,NFLX
2018-04-20 15:16:00,327.24,327.24,326.88,326.9282,19296.0,NFLX
2018-04-20 15:17:00,326.9178,326.95,326.7001,326.815,15524.0,NFLX
2018-04-20 15:18:00,326.8102,327.055,326.7848,326.985,18276.0,NFLX
2018-04-20 15:19:00,326.95,327.0,326.76,326.7985,17562.0,NFLX
2018-04-20 15:20:00,326.7231,326.81,326.27,326.315,14502.0,NFLX
2018-04-20 15:21:00,326.31,326.47,326.06,326.28,31763.0,NFLX
2018-04-20 15:22:00,326.3416,326.37,326.16,326.17,10978.0,NFLX
2018-04-20 15:23:00,326.11,326.33,326.0611,326.28,8012.0,NFLX
2018-04-20 15:24:00,326.1798,326.52,326.12,326.42,21434.0,NFLX
2018-04-20 15:25:00,326.47,326.55,326.13,326.55,15863.0,NFLX
2018-04-20 15:26:00,326.53,326.8478,326.31,326.84,12639.0,NFLX
2018-04-20 15:27:00,326.899,326.899,326.59,326.681,9266.0,NFLX
2018-04-20 15:28:00,326.6699,326.71,326.47,326.6854,13159.0,NFLX
2018-04-20 15:29:00,326.71,326.76,326.5,326.65,6657.0,NFLX
2018-04-20 15:30:00,326.57,326.68,326.46,326.68,6254.0,NFLX
2018-04-20 15:31:00,326.77,327.04,326.62,327.036,18902.0,NFLX
2018-04-20 15:32:00,327.02,327.23,326.93,326.93,18684.0,NFLX
2018-04-20 15:33:00,327.01,327.024,326.78,326.855,7031.0,NFLX
2018-04-20 15:34:00,326.79,326.84,326.65,326.7001,10926.0,NFLX
2018-04-20 15:35:00,326.7,326.9,326.5,326.8152,11093.0,NFLX
2018-04-20 15:36:00,326.74,326.96,326.711,326.8538,4675.0,NFLX
2018-04-20 15:37:00,326.9,327.5787,326.9,327.441,42489.0,NFLX
2018-04-20 15:38:00,327.415,327.54,327.1206,327.4337,18311.0,NFLX
2018-04-20 15:39:00,327.4396,327.7555,327.27,327.64,21666.0,NFLX
2018-04-20 15:40:00,327.6772,327.91,327.591,327.8266,24686.0,NFLX
2018-04-20 15:41:00,327.87,328.0,327.38,327.42,39460.0,NFLX
