date,1. open,2. high,3. low,4. close,5. volume,sym
2018-03-23 14:21:00,1047.0,1047.97,1046.9,1047.97,900.0,GOOGL
2018-03-23 14:22:00,1047.45,1047.45,1046.63,1046.9,1420.0,GOOGL
2018-03-23 14:23:00,1047.0,1047.41,1046.56,1047.41,824.0,GOOGL
2018-03-23 14:24:00,1047.23,1047.3,1047.23,1047.29,400.0,GOOGL
2018-03-23 14:25:00,1047.01,1048.49,1047.01,1048.49,1585.0,GOOGL
2018-03-23 14:26:00,1048.0,1048.0,1047.505,1047.505,600.0,GOOGL
2018-03-23 14:27:00,1046.97,1046.97,1046.54,1046.54,400.0,GOOGL
2018-03-23 14:28:00,1046.95,1046.95,1045.5916,1046.065,2205.0,GOOGL
2018-03-23 14:29:00,1046.5,1046.5,1046.5,1046.5,250.0,GOOGL
2018-03-23 14:30:00,1047.02,1048.0,1046.42,1047.435,914.0,GOOGL
2018-03-23 14:31:00,1047.41,1047.5,1046.72,1046.72,644.0,GOOGL
2018-03-23 14:32:00,1046.1,1046.5621,1046.02,1046.5621,500.0,GOOGL
2018-03-23 14:33:00,1048.0,1048.0,1046.96,1047.0,1204.0,GOOGL
2018-03-23 14:34:00,1047.04,1047.24,1045.8418,1045.9152,2600.0,GOOGL
2018-03-23 14:35:00,1045.71,1046.43,1045.635,1046.15,1600.0,GOOGL
2018-03-23 14:36:00,1045.53,1045.72,1045.2,1045.39,1256.0,GOOGL
2018-03-23 14:37:00,1045.415,1046.48,1045.415,1046.3626,2296.0,GOOGL
2018-03-23 14:38:00,1046.51,1046.51,1046.46,1046.46,1100.0,GOOGL
2018-03-23 14:39:00,1046.3076,1046.99,1045.99,1046.99,800.0,GOOGL
2018-03-23 14:40:00,1046.02,1046.84,1046.02,1046.27,1000.0,GOOGL
2018-03-23 14:41:00,1045.92,1045.98,1045.86,1045.98,700.0,GOOGL
2018-03-23 14:42:00,1046.06,1046.95,1046.06,1046.9,781.0,GOOGL
2018-03-23 14:43:00,1046.6,1046.995,1046.6,1046.715,349.0,GOOGL
2018-03-23 14:44:00,1046.5322,1046.635,1045.52,1045.52,1000.0,GOOGL
2018-03-23 14:45:00,1045.0,1046.87,1044.75,1046.87,3807.0,GOOGL
2018-03-23 14:46:00,1046.4,1046.43,1045.2,1045.935,3910.0,GOOGL
2018-03-23 14:47:00,1045.42,1045.545,1044.75,1045.545,1500.0,GOOGL
2018-03-23 14:48:00,1045.94,1045.94,1044.98,1045.3075,788.0,GOOGL
2018-03-23 14:49:00,1044.9525,1045.18,1043.43,1043.82,3012.0,GOOGL
2018-03-23 14:50:00,1043.42,1043.85,1042.6296,1043.2,2200.0,GOOGL
2018-03-23 14:51:00,1043.8385,1043.8385,1042.77,1042.77,900.0,GOOGL
2018-03-23 14:52:00,1043.12,1043.12,1041.3601,1041.3601,3808.0,GOOGL
2018-03-23 14:53:00,1042.61,1043.54,1042.0874,1043.54,1400.0,GOOGL
2018-03-23 14:54:00,1043.3653,1044.0,1042.0,1042.0,1574.0,GOOGL
2018-03-23 14:55:00,1042.4742,1043.75,1042.4742,1043.75,3891.0,GOOGL
2018-03-23 14:56:00,1042.9447,1043.43,1042.3272,1042.3272,2227.0,GOOGL
2018-03-23 14:57:00,1042.29,1042.43,1041.55,1041.65,2300.0,GOOGL
2018-03-23 14:58:00,1041.8175,1041.84,1039.48,1039.53,6156.0,GOOGL
2018-03-23 14:59:00,1039.0,1040.27,1038.03,1038.345,4566.0,GOOGL
2018-03-23 15:00:00,1038.345,1039.81,1037.81,1039.25,2200.0,GOOGL
2018-03-23 15:01:00,1038.55,1039.48,1037.27,1037.27,1924.0,GOOGL
2018-03-23 15:02:00,1037.445,1037.445,1035.653,1036.18,5337.0,GOOGL
2018-03-23 15:03:00,1037.1,1037.19,1035.6,1036.4003,4300.0,GOOGL
2018-03-23 15:04:00,1036.82,1036.92,1035.62,1036.26,2415.0,GOOGL
2018-03-23 15:05:00,1037.39,1037.4,1035.78,1035.78,2328.0,GOOGL
2018-03-23 15:06:00,1035.44,1038.0,1035.44,1038.0,4740.0,GOOGL
