date,1. open,2. high,3. low,4. close,5. volume,sym
2018-02-15 09:30:00,324.5,324.5,324.25,324.39,28763.0,TSLA
2018-02-15 09:31:00,324.49,324.49,323.51,323.89,22572.0,TSLA
2018-02-15 09:32:00,323.85,324.5,323.56,324.0,12730.0,TSLA
2018-02-15 09:33:00,324.0,324.27,323.24,323.62,22696.0,TSLA
2018-02-15 09:34:00,323.5,323.5,322.4,322.61,21862.0,TSLA
2018-02-15 09:35:00,322.6,323.14,322.53,323.11,15598.0,TSLA
2018-02-15 09:36:00,323.12,323.67,322.42,323.67,29006.0,TSLA
2018-02-15 09:37:00,323.67,324.34,323.47,324.12,26403.0,TSLA
2018-02-15 09:38:00,324.09,325.47,324.09,325.1043,41138.0,TSLA
2018-02-15 09:39:00,325.0899,325.98,324.86,325.1,38205.0,TSLA
2018-02-15 09:40:00,325.06,325.1696,324.03,325.01,28818.0,TSLA
2018-02-15 09:41:00,325.0,325.1,324.32,324.58,11259.0,TSLA
2018-02-15 09:42:00,324.55,325.2,324.27,324.52,14308.0,TSLA
2018-02-15 09:43:00,324.73,324.81,323.63,323.668,22660.0,TSLA
2018-02-15 09:44:00,323.67,324.13,323.51,324.0,22005.0,TSLA
2018-02-15 09:45:00,324.0,324.04,323.4,323.65,23090.0,TSLA
2018-02-15 09:46:00,323.525,324.15,323.23,323.62,21956.0,TSLA
2018-02-15 09:47:00,323.7212,324.634,323.55,324.24,13870.0,TSLA
2018-02-15 09:48:00,324.22,325.229,324.22,325.145,17450.0,TSLA
2018-02-15 09:49:00,325.23,325.4,324.497,324.497,20547.0,TSLA
2018-02-15 09:50:00,324.5237,324.5237,324.085,324.3,8667.0,TSLA
2018-02-15 09:51:00,324.23,324.63,323.61,323.8,18821.0,TSLA
2018-02-15 09:52:00,323.8,323.88,322.5,323.15,35821.0,TSLA
2018-02-15 09:53:00,323.16,323.4899,322.802,323.4899,22303.0,TSLA
2018-02-15 09:54:00,323.4008,323.48,323.0,323.16,11415.0,TSLA
2018-02-15 09:55:00,323.04,323.38,322.8,323.05,12448.0,TSLA
2018-02-15 09:56:00,323.21,323.52,322.9998,323.11,14420.0,TSLA
2018-02-15 09:57:00,323.14,323.4,322.8901,323.16,9207.0,TSLA
2018-02-15 09:58:00,323.41,323.59,323.12,323.12,7758.0,TSLA
2018-02-15 09:59:00,323.12,323.725,323.06,323.725,11521.0,TSLA
2018-02-15 10:00:00,323.6818,323.99,323.32,323.53,12562.0,TSLA
2018-02-15 10:01:00,323.72,323.99,323.11,323.23,12671.0,TSLA
2018-02-15 10:02:00,323.06,324.17,323.03,324.16,15550.0,TSLA
2018-02-15 10:03:00,324.2,324.25,323.8248,323.8387,19352.0,TSLA
2018-02-15 10:04:00,323.98,323.99,323.65,323.9,8387.0,TSLA
2018-02-15 10:05:00,323.88,324.4,323.8298,324.28,11755.0,TSLA
2018-02-15 10:06:00,324.37,324.58,324.2,324.34,20364.0,TSLA
2018-02-15 10:07:00,324.51,325.33,324.51,325.33,29266.0,TSLA
2018-02-15 10:08:00,325.38,325.38,324.7,324.8899,16405.0,TSLA
